id,pred
1723,0.73132735
12736,0.93164700
12274,0.80651867
8823,0.58176333
5087,0.74782765
13178,0.54091126
11799,0.66738653
13425,0.77556086
12497,0.77678537
1185,0.67240572
3584,0.66636992
5851,0.69514108
14311,0.37815055
7836,1.21988320
2321,0.47237927
547,1.09713864
9095,0.47317627
4614,0.68704104
12698,0.79281127
2674,0.29321402
6814,0.99285889
4611,1.20108461
4334,1.22352922
9101,0.72516686
6585,0.48107699
12156,0.88277620
1183,0.71003139
2428,0.42092109
11600,0.86090881
3162,0.92705929
13798,1.00799465
1783,0.85871089
13683,1.23487556
14347,0.76551914
14472,0.85089236
8589,1.03885949
10411,1.20616174
7942,0.58638823
13715,0.62179840
8838,0.79212064
9644,1.01680660
8093,0.66605413
1734,0.52583170
10725,0.63041365
4556,1.00646126
1380,0.83166456
2722,0.89488548
4072,0.89164746
11293,0.88888669
12003,0.64872092
13564,0.69913292
8294,0.82513541
3393,0.73958445
8051,1.09106398
699,0.97721660
4557,1.28336656
8091,0.80590081
9704,0.58482182
11650,0.53519613
305,0.87518901
8300,0.59724170
13525,0.60813767
10166,0.74867237
11107,0.53414404
9971,0.64404237
7732,0.75132209
13466,0.76250285
3406,0.59989738
5338,0.60736471
6835,0.55322993
14359,0.78782445
4837,0.77561873
4741,0.65265054
5651,0.89031702
8779,0.82173496
5055,0.77039206
4744,0.68150949
1804,1.00375354
3992,0.91989511
14111,1.11307359
12047,0.74825513
1156,0.99009293
1920,0.65256017
9307,0.83005756
5881,0.88837886
12531,0.86135346
5878,0.63844484
10742,0.68495929
7625,0.89394611
30,0.98458809
4879,0.91985989
356,0.44901234
9781,0.63314319
1457,0.48557013
2876,0.83844489
1626,1.00618327
4929,0.85797977
848,0.60703319
2300,0.54054290
11987,0.40451673
3427,0.84002757
13492,0.82539690
14170,0.91634965
1960,0.55288261
8013,0.58735740
12019,0.84643292
7896,0.67006975
7371,0.57628864
6780,0.70696980
9855,0.73991531
11685,0.67125964
2290,1.14893222
473,0.65522289
4422,1.02294922
10966,0.57925135
705,0.63814741
12994,0.54549664
2448,0.77259892
2662,0.99290115
6143,1.07886410
14075,0.81373775
214,0.83722001
4150,0.57574469
6850,0.75987971
14868,1.14485300
3263,0.56445807
10879,0.87033838
9588,1.03672576
15043,0.49543124
11065,0.86209458
11939,0.95666170
8976,0.34567416
6560,0.88786948
6526,0.52711987
9402,1.11933792
9368,0.39020219
40,0.51093715
11862,0.80445290
3421,1.07092798
9105,1.06132734
4075,0.90308255
526,0.92139989
9020,0.76765066
8239,0.56668848
11469,0.87471122
12610,0.86182088
8282,0.91487813
11701,0.75019956
10560,0.67465091
6012,0.93418437
9174,0.78063536
4019,1.02072811
67,0.50885880
8520,0.72332072
10415,1.03982365
8775,0.75007093
10356,0.78606725
4560,0.64171541
6759,0.97064507
13246,0.59863216
7890,0.88322616
2498,0.78706861
556,1.04486299
9349,0.80083919
13987,0.86383057
7007,0.66461718
6736,0.70500779
4365,0.80614746
3411,0.86806816
1776,0.98440409
12418,1.05536437
14894,0.64484137
4286,0.66451299
1412,0.80435801
3901,0.66589123
8854,0.91003275
4721,0.74109602
709,0.83674371
609,0.89898360
7102,0.67923242
6277,0.86792350
12279,0.95654243
11020,0.72468507
2966,0.75141901
583,0.75881612
