id,pred
1723,0.79788190
12736,0.82602072
12274,0.80538660
8823,0.81349075
5087,0.81912124
13178,0.81025994
11799,0.80660546
13425,0.81224579
12497,0.81930000
1185,0.78845221
3584,0.79917026
5851,0.79827225
14311,0.79246235
7836,0.85327339
2321,0.84609956
547,0.82660115
9095,0.79595780
4614,0.82933420
12698,0.82200563
2674,0.79509020
6814,0.84252030
4611,0.89771050
4334,0.86687148
9101,0.82386172
6585,0.78632355
12156,0.80098307
1183,0.82682246
2428,0.78918344
11600,0.84651589
3162,0.83011603
13798,0.79725015
1783,0.83146554
13683,0.83624184
14347,0.84876335
14472,0.85458601
8589,0.85564345
10411,0.84679466
7942,0.82153583
13715,0.79192257
8838,0.86074871
9644,0.82765144
8093,0.78838015
1734,0.80084950
10725,0.79486734
4556,0.80681497
1380,0.86775309
2722,0.81749922
4072,0.82956475
11293,0.80999339
12003,0.84257799
13564,0.82784456
8294,0.82287687
3393,0.79890430
8051,0.87395638
699,0.87463087
4557,0.84847462
8091,0.82225114
9704,0.79491210
11650,0.82232785
305,0.83850902
8300,0.82373405
13525,0.79319596
10166,0.80855358
11107,0.80360907
9971,0.85331249
7732,0.82857335
13466,0.83863997
3406,0.78726345
5338,0.79481083
6835,0.80498922
14359,0.82334113
4837,0.82862133
4741,0.80254108
5651,0.82358241
8779,0.84950674
5055,0.82810247
4744,0.82573503
1804,0.79838264
3992,0.86129373
14111,0.84338856
12047,0.79636437
1156,0.82348347
1920,0.78897768
9307,0.83774453
5881,0.83514291
12531,0.85990763
5878,0.79380727
10742,0.84427220
7625,0.79662663
30,0.81696379
4879,0.88001192
356,0.81574464
9781,0.83525425
1457,0.79286897
2876,0.85052973
1626,0.86430269
4929,0.84916800
848,0.81596345
2300,0.79071617
11987,0.80728281
3427,0.82507706
13492,0.82032448
14170,0.84402215
1960,0.84237760
8013,0.82816476
12019,0.80617112
7896,0.80318940
7371,0.79573154
6780,0.83266556
9855,0.80464363
11685,0.79696912
2290,0.87952578
473,0.81234664
4422,0.84725970
10966,0.81240577
705,0.81541198
12994,0.81538260
2448,0.82957977
2662,0.82367176
6143,0.83326578
14075,0.82727885
214,0.82870537
4150,0.80565512
6850,0.80771416
14868,0.83426863
3263,0.82308567
10879,0.83418715
9588,0.88140690
15043,0.78946728
11065,0.89834565
11939,0.82170904
8976,0.80017543
6560,0.82652110
6526,0.84236878
9402,0.82312822
9368,0.81092316
40,0.79193854
11862,0.90041041
3421,0.83529204
9105,0.89071655
4075,0.84868330
526,0.79748267
9020,0.86078149
8239,0.78655535
11469,0.81003737
12610,0.79530275
8282,0.81213278
11701,0.83374733
10560,0.84719551
6012,0.79628116
9174,0.80501610
4019,0.84063452
67,0.81094301
8520,0.80901968
10415,0.85150266
8775,0.82289743
10356,0.83016616
4560,0.79050386
6759,0.79665983
13246,0.82110161
7890,0.81575155
2498,0.80165136
556,0.83673537
9349,0.79097164
13987,0.80904239
7007,0.81064487
6736,0.80022812
4365,0.83357376
3411,0.79716885
1776,0.79367065
12418,0.83717465
14894,0.85165173
4286,0.85239464
1412,0.83033389
3901,0.81669199
8854,0.79045075
4721,0.79364866
709,0.84183973
609,0.83277828
7102,0.80604666
6277,0.78602874
12279,0.83701879
11020,0.81961477
2966,0.84948188
583,0.83454680
9420,0.82046199
1260,0.80567116
7477,0.81773764
3226,0.86902136
10865,0.85057610
10397,0.82141417
4378,0.82586676
13267,0.83813965
2073,0.81399029
14594,0.86923009
9114,0.83058685
8383,0.81944841
4272,0.81253266
6432,0.82702953
10156,0.80623472
8474,0.81514639
3286,0.82874948
12069,0.79157066
7713,0.81044275
12725,0.80768168
5581,0.88285589
4737,0.80098873
7921,0.81915981
10417,0.88219762
4805,0.83145326
7659,0.82221389
672,0.84593165
1340,0.82829243
14931,0.81492949
9191,0.83458376
6280,0.85939139
1748,0.79855961
7932,0.79748321
7627,0.80045187
8421,0.84242636
4496,0.81658447
659,0.81733668
13154,0.79275334
6590,0.86849779
2056,0.81781280
9689,0.91888064
12759,0.87795883
3234,0.81037337
5558,0.80565226
2355,0.81965995
5426,0.80113131
15070,0.82464969
12540,0.82468617
858,0.82869959
10165,0.79456800
13980,0.80851805
5268,0.81466490
9996,0.84128690
11530,0.85643172
2653,0.82358873
10547,0.83697510
4368,0.80545783
10632,0.79472494
8374,0.86027890
9777,0.80331600
5441,0.79938531
3111,0.85355836
11364,0.81050032
7777,0.80114013
3836,0.81852543
4950,0.86087978
15079,0.79423666
9011,0.81319231
6623,0.83396649
12508,0.79477721
9771,0.79179537
7143,0.80458707
8501,0.88169241
10572,0.80591744
14627,0.78971630
6394,0.82227373
12649,0.81671363
9449,0.89307553
13350,0.84471399
8510,0.78893113
11991,0.86917621
13513,0.84092891
5703,0.83211297
12311,0.81649321
10322,0.86254936
13927,0.82808244
3532,0.79638964
7935,0.79468346
8990,0.80572009
14632,0.79155272
7199,0.81390899
149,0.81880212
61,0.80454600
1815,0.79785943
3951,0.81660402
10828,0.85571462
1914,0.81760484
